Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
1403.46,3.38,0.04,0.06,11.34,7.33,3.31,3979.93
994.09,5.57,0.19,0.09,21.46,7.34,9.07,4980.29
1399.9,6.52,0.12,0.08,27.55,7.78,9.35,4489.53
970.29,5.22,0.13,0.16,28.01,7.17,7.68,5018.13
1902.45,2.43,0.05,0.1,17.89,7.47,3.15,645.83
165.29,7.0,0.06,0.04,13.65,7.93,6.33,1440.87
357.45,2.2,0.19,0.14,25.7,7.38,8.2,2681.54
192.83,7.54,0.05,0.01,28.31,7.56,2.03,985.96
1215.27,4.48,0.17,0.07,20.82,7.95,8.13,4515.18
1834.14,4.41,0.09,0.19,21.27,7.85,8.41,1439.85
1523.01,7.85,0.13,0.09,22.67,7.25,2.47,3936.54
397.75,2.22,0.04,0.06,10.76,7.96,4.6,2521.52
1835.23,2.94,0.04,0.09,19.0,7.32,6.01,1465.05
1564.59,6.73,0.08,0.12,15.81,7.33,3.51,3062.48
187.93,4.2,0.02,0.17,14.29,7.18,2.46,1011.99
340.36,5.96,0.02,0.05,15.09,7.69,7.43,2477.62
1460.68,6.33,0.08,0.17,11.71,7.82,2.61,3820.87
738.42,2.98,0.01,0.18,16.99,7.4,2.27,4155.3
1834.72,3.56,0.07,0.12,19.66,7.65,6.21,1133.21
633.35,4.53,0.03,0.15,12.33,7.67,4.77,3834.72
400.6,2.19,0.16,0.19,10.27,7.51,3.31,3031.97
170.98,5.67,0.2,0.01,13.34,7.95,2.86,1503.34
147.02,4.01,0.09,0.03,22.44,7.32,6.35,1006.54
911.99,6.76,0.1,0.05,12.09,7.33,5.95,4832.81
1000.11,3.17,0.12,0.16,17.05,7.21,6.65,5138.09
761.74,1.7,0.18,0.06,28.74,7.77,2.17,4082.55
1287.42,7.19,0.14,0.01,27.37,7.99,3.11,4447.55
630.72,2.28,0.04,0.03,15.79,7.38,8.53,3637.98
761.37,1.31,0.1,0.05,10.64,7.98,8.14,3918.1
803.65,5.38,0.02,0.19,11.93,7.87,5.59,4829.39
649.52,7.66,0.14,0.09,27.79,7.05,9.53,3983.58
911.47,6.02,0.17,0.14,24.49,7.23,4.02,4541.66
1979.87,6.64,0.04,0.2,26.66,7.56,9.97,0.0
730.6,7.59,0.01,0.19,19.72,7.36,4.36,4478.8
1813.27,5.47,0.06,0.09,19.9,7.06,7.25,1433.98
467.16,1.17,0.09,0.09,26.51,7.78,6.08,3135.41
64.79,7.99,0.08,0.17,18.77,7.8,7.82,7.87
1338.28,3.28,0.15,0.09,23.16,7.35,5.49,4647.46
1424.37,6.24,0.19,0.17,20.29,7.5,5.69,4037.71
1060.05,3.34,0.13,0.03,17.44,7.83,8.56,4766.32
628.91,6.01,0.16,0.1,18.34,7.78,8.26,4064.3
1278.34,5.26,0.2,0.15,27.58,7.41,5.81,4015.54
1911.45,2.64,0.08,0.11,29.54,7.19,3.24,625.02
1623.23,7.3,0.1,0.07,25.05,7.92,5.34,3105.1
1946.89,7.62,0.07,0.1,16.39,7.17,5.38,222.6
1647.37,3.52,0.14,0.18,25.28,7.53,3.01,3011.06
640.71,4.86,0.09,0.19,25.73,7.01,8.06,4051.62
355.55,6.59,0.18,0.12,28.06,7.98,7.53,2708.83
665.53,6.87,0.01,0.04,27.44,7.38,7.43,4012.34
1603.92,1.1,0.1,0.11,26.78,7.54,9.23,3336.3
639.81,3.62,0.18,0.13,15.77,7.91,2.53,4474.62
356.34,4.59,0.05,0.15,10.62,7.28,2.34,2852.69
1785.88,7.3,0.18,0.04,17.41,7.71,7.64,2094.44
1312.86,1.74,0.11,0.14,21.86,7.5,4.75,3937.97
1539.16,2.36,0.02,0.19,22.03,7.39,8.54,3510.94
51.95,1.92,0.04,0.2,20.1,7.58,9.37,27.94
731.4,6.32,0.11,0.16,15.24,7.57,2.43,4664.15
606.04,2.93,0.06,0.17,26.54,7.15,3.97,3726.35
868.71,3.69,0.02,0.03,14.06,7.64,7.84,4587.54
1176.29,3.45,0.06,0.05,12.63,7.8,4.66,4902.8
661.45,4.88,0.09,0.08,23.25,7.92,8.75,4115.99
764.23,7.04,0.16,0.18,19.35,7.57,7.31,4026.01
137.56,3.49,0.19,0.02,27.97,7.82,5.06,546.58
973.59,4.52,0.1,0.06,16.79,7.43,7.28,4553.01
272.76,2.22,0.12,0.04,13.17,7.62,2.22,1856.13
1984.04,7.88,0.12,0.12,16.54,7.18,9.75,555.68
842.6,4.86,0.14,0.05,29.74,7.64,8.31,4306.1
1104.86,2.5,0.2,0.18,15.47,7.72,8.9,4684.91
1895.09,5.13,0.16,0.1,19.6,7.72,6.53,1215.45
668.11,6.59,0.11,0.16,11.75,7.64,7.65,3996.43
1709.55,6.3,0.12,0.06,18.11,7.11,3.61,2456.92
1025.74,4.27,0.13,0.02,20.54,7.15,2.44,5220.7
1528.15,2.94,0.12,0.18,10.5,7.21,5.3,3448.12
1149.86,4.23,0.19,0.05,25.73,7.27,9.83,4300.79
661.58,5.78,0.09,0.16,29.21,7.61,2.25,4508.85
1226.0,1.25,0.19,0.08,19.75,7.42,2.31,4177.03
821.05,6.4,0.11,0.15,13.81,7.32,4.75,4063.0
340.19,3.41,0.18,0.1,24.49,7.49,2.36,1925.16
1233.32,1.33,0.19,0.15,21.08,7.4,3.53,4692.73
1224.22,7.73,0.05,0.18,14.32,7.26,4.58,4416.88
415.19,3.66,0.15,0.16,13.99,7.03,7.63,2853.0
1196.52,6.57,0.09,0.06,19.33,7.39,2.44,5096.63
857.7,1.97,0.17,0.08,28.55,7.81,5.91,4308.13
876.42,6.47,0.04,0.1,18.08,7.96,6.77,4415.07
1145.66,2.37,0.1,0.2,14.45,7.74,7.0,4188.65
1796.76,2.18,0.08,0.16,26.42,7.51,6.34,1396.77
748.67,1.92,0.16,0.11,28.31,7.18,7.25,4772.79
478.18,1.19,0.11,0.2,10.44,7.41,6.77,3380.13
114.79,7.55,0.2,0.06,29.14,7.1,2.24,758.39
808.76,4.04,0.03,0.04,23.01,7.98,7.79,4546.88
65.79,4.56,0.13,0.03,23.11,7.74,8.68,0.0
1524.66,7.92,0.04,0.15,13.89,7.96,5.38,3178.33
1872.79,4.54,0.16,0.16,20.76,7.77,7.08,732.2
45.57,4.42,0.09,0.16,18.29,7.89,8.28,121.66
1151.59,6.83,0.14,0.18,22.54,7.25,4.87,4274.1
865.7,2.31,0.03,0.15,21.5,7.74,3.2,4132.69
522.36,6.3,0.02,0.08,29.33,7.58,4.18,3294.37
47.88,1.37,0.2,0.05,13.42,7.93,2.25,0.0
497.75,7.64,0.12,0.11,22.31,7.83,2.77,3327.89
1775.28,1.19,0.11,0.05,16.81,7.17,4.46,2003.07
454.82,4.62,0.11,0.08,27.64,7.46,7.68,3171.79
417.24,3.56,0.09,0.05,13.0,7.52,5.46,3080.74
627.32,2.83,0.07,0.05,18.39,7.13,8.46,3954.07
687.32,1.63,0.03,0.17,19.88,7.22,6.14,4228.91
1943.17,3.07,0.18,0.02,12.37,7.61,9.86,620.69
125.15,7.51,0.15,0.02,26.02,7.39,8.63,628.29
1842.66,6.83,0.01,0.09,12.54,7.29,4.98,1627.59
599.12,5.88,0.03,0.03,13.02,7.58,7.38,4326.28
843.21,6.46,0.14,0.12,26.78,7.42,7.11,4689.44
456.6,3.03,0.01,0.09,14.99,7.88,6.25,3206.59
245.8,3.54,0.13,0.1,22.89,7.04,7.12,2040.66
878.96,1.16,0.11,0.07,23.97,7.99,6.25,4627.48
1285.57,7.95,0.12,0.17,24.24,7.47,9.87,4467.41
669.97,1.12,0.11,0.03,28.12,7.8,9.71,4429.2
1810.63,1.48,0.08,0.1,23.54,7.55,7.72,2015.87
249.34,6.11,0.06,0.05,21.33,7.56,5.62,2068.72
629.87,3.05,0.1,0.15,10.93,7.96,8.09,3539.01
1052.83,2.15,0.18,0.08,29.56,7.65,2.83,4762.7
1787.91,4.87,0.07,0.09,19.4,7.92,3.24,1492.96
728.93,6.21,0.06,0.07,17.53,7.34,4.11,4272.38
1227.53,5.18,0.03,0.13,12.2,7.06,2.29,4576.41
1255.2,6.89,0.15,0.09,20.64,7.21,5.17,4824.48
1476.21,3.91,0.12,0.05,26.24,7.2,5.62,3285.15
659.67,3.66,0.08,0.11,28.51,7.11,4.77,4550.08
693.21,2.12,0.13,0.04,18.81,7.85,5.81,4280.78
1940.13,2.72,0.14,0.16,20.58,7.78,4.05,226.36
1098.71,1.15,0.04,0.02,25.93,7.77,4.95,5136.48
805.91,5.86,0.11,0.13,14.17,7.8,7.71,4314.41
616.57,4.34,0.03,0.01,14.52,7.77,5.36,4329.05
336.54,6.34,0.11,0.16,24.98,7.36,9.94,2555.69
517.2,6.1,0.14,0.08,28.7,7.65,3.1,3365.75
890.28,2.56,0.05,0.19,23.37,8.0,8.7,4935.85
1873.46,2.57,0.04,0.14,29.93,7.87,3.54,1413.2
125.97,3.71,0.03,0.05,15.34,7.44,7.39,522.23
1955.54,7.34,0.02,0.12,26.86,7.09,2.75,228.75
597.87,6.01,0.19,0.07,11.69,7.95,3.6,4136.45
1924.26,6.59,0.06,0.12,14.68,7.17,4.85,1018.86
1020.79,1.74,0.08,0.04,22.03,7.76,8.1,4349.52
1990.57,1.6,0.12,0.14,10.41,7.64,8.01,0.0
1304.48,3.36,0.04,0.1,18.7,7.04,9.24,4553.14
1777.33,7.19,0.07,0.05,26.81,7.75,3.95,1862.74
1655.79,6.98,0.16,0.18,28.84,7.29,3.8,2576.63
1663.22,6.28,0.18,0.18,23.56,7.5,4.66,2808.77
400.94,4.27,0.01,0.16,10.59,7.67,3.12,2324.44
1476.23,2.52,0.1,0.13,18.41,7.38,2.02,3667.4
217.32,3.55,0.05,0.15,18.16,7.8,4.34,1014.92
1797.81,7.39,0.17,0.18,19.62,7.41,3.63,1492.47
1503.51,2.71,0.17,0.11,19.57,7.11,5.0,3926.56
1478.64,3.41,0.03,0.15,17.21,7.16,8.4,4041.04
971.91,6.09,0.08,0.19,25.63,7.78,2.45,4787.29
1866.1,3.53,0.14,0.17,13.26,7.19,5.27,1203.4
1435.65,2.17,0.15,0.12,23.36,7.92,6.18,3789.57
112.37,6.34,0.17,0.19,29.29,7.08,2.44,732.33
535.1,1.87,0.08,0.05,20.15,7.89,4.83,3796.18
724.53,1.1,0.18,0.14,17.19,7.2,3.4,4106.28
360.11,2.96,0.12,0.14,25.34,7.51,6.46,3035.6
303.56,1.03,0.19,0.12,22.4,7.57,9.24,1775.41
51.57,4.49,0.03,0.19,25.09,7.36,5.71,0.0
1162.24,1.7,0.13,0.15,25.85,7.76,7.31,5105.41
82.92,3.65,0.12,0.18,19.51,7.14,3.41,0.0
453.97,2.64,0.1,0.15,23.45,7.27,7.96,3522.58
625.14,4.45,0.04,0.13,25.4,7.39,2.22,4225.54
952.39,3.96,0.18,0.03,27.43,7.08,9.94,4896.84
211.79,3.78,0.05,0.03,23.61,7.04,3.23,1662.36
1441.23,3.76,0.04,0.15,28.54,7.88,4.89,3539.36
503.07,4.25,0.15,0.2,10.39,7.97,5.74,3055.67
928.32,1.31,0.19,0.18,10.05,7.56,9.5,4277.53
1423.28,4.81,0.06,0.17,10.07,7.92,8.16,4010.4
1432.52,2.93,0.14,0.14,17.99,7.47,2.81,4166.74
807.97,2.89,0.15,0.07,27.7,7.99,5.8,4845.04
153.95,5.76,0.04,0.08,17.9,7.52,2.34,872.65
440.01,1.66,0.15,0.03,13.09,7.32,3.77,3239.51
401.73,7.09,0.17,0.02,20.26,7.5,5.81,2327.78
390.69,4.03,0.13,0.19,13.03,7.63,8.39,2702.26
1720.71,3.62,0.15,0.11,16.17,7.74,8.9,2648.19
434.09,5.55,0.05,0.07,15.11,7.35,7.83,2807.7
1450.54,2.68,0.05,0.17,26.63,7.98,3.68,4039.37
817.87,3.65,0.16,0.06,26.6,7.36,8.18,4350.06
620.52,4.12,0.09,0.14,10.2,7.58,4.08,4089.92
835.86,5.43,0.12,0.11,10.08,7.78,6.65,4757.13
360.85,4.6,0.2,0.1,16.22,7.75,4.24,2551.77
512.54,7.54,0.17,0.12,26.41,7.87,3.04,3400.66
441.87,7.48,0.14,0.19,15.88,7.0,6.51,2826.78
1534.66,5.17,0.17,0.09,10.08,7.1,2.43,3120.71
777.15,5.43,0.05,0.06,26.88,7.11,3.0,3971.62
1408.82,2.33,0.05,0.02,20.85,7.6,3.81,4355.46
1701.9,3.84,0.12,0.13,14.04,7.91,3.6,2668.02
877.08,5.4,0.07,0.11,22.67,7.68,3.63,4491.2
1540.11,5.12,0.12,0.16,18.8,7.99,8.76,2928.71
1497.6,1.73,0.02,0.14,13.63,7.28,6.71,3933.09
102.76,7.88,0.02,0.04,19.29,7.8,3.95,156.12
1668.85,7.57,0.08,0.03,19.85,7.14,6.22,2341.22
866.55,1.83,0.15,0.05,29.15,7.72,6.45,4334.75
1915.6,2.44,0.11,0.17,11.15,7.26,2.07,1222.21
1856.93,6.99,0.16,0.09,24.6,7.74,4.92,1734.91
731.95,6.36,0.15,0.18,15.73,7.21,9.89,4391.89
713.53,4.6,0.03,0.04,29.43,7.64,6.46,3878.01
1845.42,2.62,0.17,0.19,19.96,7.99,2.21,1326.87
819.33,3.85,0.14,0.08,29.61,7.48,8.63,4618.19
1682.35,6.53,0.03,0.11,18.6,7.21,3.31,2637.66
441.96,3.97,0.04,0.12,17.93,7.1,4.22,2636.48
1071.06,1.91,0.01,0.11,28.08,7.49,2.74,4460.23
1690.9,5.06,0.11,0.12,26.41,7.3,5.32,2226.21
1074.97,3.97,0.08,0.15,29.78,7.6,3.5,5142.89
878.93,3.66,0.12,0.17,25.1,7.32,7.54,4483.4
142.92,4.21,0.15,0.06,11.76,7.95,4.13,619.71
810.46,6.28,0.12,0.18,21.52,7.69,7.15,4409.1
1785.25,2.05,0.01,0.2,16.06,7.13,4.21,1526.44
1805.66,4.58,0.14,0.01,12.25,7.66,6.64,1949.4
1109.18,2.26,0.17,0.02,20.64,7.16,7.17,4925.76
408.05,5.12,0.05,0.04,29.67,7.78,7.7,2738.24
1814.99,7.99,0.15,0.04,29.82,7.93,6.1,1236.88
1383.13,4.32,0.16,0.19,13.45,7.46,7.28,4327.97
575.91,7.4,0.02,0.18,18.65,7.09,2.82,3529.33
273.21,1.13,0.12,0.02,13.48,7.72,8.29,1461.21
138.89,2.7,0.19,0.15,13.4,7.69,2.16,532.82
321.91,2.68,0.07,0.09,29.09,7.76,8.36,1955.79
396.01,6.88,0.1,0.04,23.86,7.35,5.0,2358.95
364.32,7.93,0.04,0.16,10.55,7.18,9.68,2220.03
1851.33,3.68,0.07,0.18,11.61,7.49,4.48,1667.98
255.3,4.67,0.18,0.02,15.27,7.91,8.52,2218.61
1046.03,6.11,0.15,0.07,25.13,7.84,5.16,5240.79
228.19,7.21,0.15,0.06,12.51,7.69,7.37,2000.43
1422.93,1.42,0.08,0.15,21.92,7.77,9.04,4385.66
583.29,3.69,0.02,0.17,23.1,7.02,9.46,4020.57
1735.78,7.93,0.07,0.03,25.73,7.85,4.9,2528.61
695.35,1.45,0.17,0.03,16.07,7.98,2.99,3824.05
1886.19,2.21,0.1,0.12,15.43,7.15,3.78,641.02
263.12,2.16,0.1,0.07,25.08,7.48,3.8,2043.18
971.35,6.73,0.16,0.06,24.26,7.75,4.91,4809.82
690.73,2.52,0.09,0.05,17.92,7.46,4.8,4659.98
1153.55,4.98,0.05,0.12,23.96,7.39,2.08,4938.22
215.85,2.17,0.13,0.02,14.42,7.59,3.59,1760.55
1306.74,6.01,0.07,0.14,27.71,7.63,2.48,4178.12
770.07,3.82,0.02,0.18,10.78,7.53,5.94,4155.11
435.18,6.78,0.08,0.08,11.2,7.87,2.78,3165.97
1307.71,2.55,0.04,0.14,20.88,7.93,7.18,4387.78
1264.14,7.4,0.15,0.01,18.29,7.26,3.79,4904.04
815.32,1.77,0.08,0.02,23.43,7.93,2.77,4928.64
1627.18,2.41,0.19,0.03,14.47,7.8,2.71,2519.48
617.88,3.02,0.09,0.12,29.53,7.23,9.21,4362.55
1513.57,7.03,0.19,0.09,26.38,7.32,8.68,3950.62
547.11,7.41,0.06,0.13,24.49,7.59,2.52,3954.36
2004.71,1.77,0.01,0.11,10.59,7.36,5.31,0.0
213.92,2.6,0.03,0.06,24.57,7.87,5.44,1687.1
1421.36,3.3,0.12,0.18,28.88,7.28,5.3,3480.91
156.02,5.74,0.05,0.03,29.64,7.1,5.83,961.94
1171.09,2.77,0.15,0.07,15.2,7.61,7.12,5027.27
1463.74,1.37,0.06,0.17,12.43,7.83,2.75,3826.67
540.41,1.77,0.08,0.08,12.86,7.59,4.18,3218.87
819.52,2.19,0.19,0.12,18.94,7.44,4.44,4619.28
882.45,4.02,0.14,0.15,21.46,7.91,6.97,4572.78
986.06,3.38,0.14,0.09,18.5,7.96,3.85,4901.64
1092.52,6.77,0.03,0.04,15.68,7.53,2.41,4340.35
1324.43,1.4,0.07,0.01,24.37,7.48,5.81,4752.44
820.11,3.99,0.14,0.16,23.5,7.59,6.49,4209.92
1098.0,3.49,0.16,0.15,21.34,7.51,7.04,5089.29
62.75,7.98,0.06,0.05,22.92,7.64,5.95,253.32
1618.49,3.54,0.06,0.16,28.66,7.9,6.09,3257.77
629.88,4.3,0.13,0.12,20.47,7.78,5.18,4061.97
705.13,5.76,0.09,0.03,17.98,7.78,2.48,4357.8
1475.69,2.07,0.2,0.06,28.18,7.94,8.88,3685.84
158.38,5.13,0.16,0.19,19.4,7.08,5.83,639.25
945.02,2.47,0.03,0.18,29.96,7.25,5.16,4291.97
1938.3,6.55,0.17,0.06,15.32,7.22,2.18,269.97
1306.56,5.05,0.04,0.03,11.83,7.94,6.78,4809.71
1228.12,4.91,0.18,0.11,12.61,7.86,5.07,4248.8
1563.51,1.23,0.17,0.12,18.63,7.56,8.7,3318.6
302.28,5.01,0.1,0.02,23.89,7.95,4.84,1890.1
1209.32,5.88,0.03,0.07,13.96,7.03,2.6,4869.95
850.33,7.52,0.17,0.05,12.86,7.57,7.46,4809.63
2007.96,2.22,0.2,0.15,25.96,7.34,6.11,133.59
1877.32,4.18,0.07,0.17,27.12,7.55,2.68,1564.76
932.8,3.53,0.07,0.2,10.92,7.63,6.15,4983.92
824.85,5.28,0.14,0.18,21.76,7.45,6.69,4688.65
472.28,6.84,0.12,0.16,27.43,7.96,7.01,3300.13
528.24,1.17,0.04,0.1,26.74,7.11,9.89,3467.22
490.28,4.35,0.03,0.03,17.81,7.83,3.38,3696.14
75.63,6.09,0.01,0.06,27.97,7.2,4.32,663.45
400.77,4.57,0.06,0.16,20.86,7.55,8.46,2405.23
1446.99,6.08,0.14,0.14,12.26,7.89,9.34,3572.85
1493.2,7.14,0.17,0.11,16.32,7.77,5.94,3451.0
383.98,3.02,0.05,0.05,20.12,7.71,5.2,2252.03
1028.64,5.52,0.02,0.13,14.19,7.12,2.55,4583.96
1626.02,3.17,0.13,0.04,10.99,7.91,3.94,3386.21
1890.86,3.4,0.15,0.03,17.04,7.84,9.37,777.56
1430.21,6.84,0.1,0.07,17.76,7.45,8.27,3804.26
1957.33,6.63,0.18,0.09,11.6,7.67,9.9,719.12
211.96,3.87,0.05,0.08,14.08,7.04,6.26,1389.96
1784.21,5.25,0.08,0.16,29.48,7.75,5.55,2229.06
1729.2,5.91,0.01,0.12,28.75,7.49,7.6,1951.89
1469.53,5.01,0.01,0.2,11.25,7.55,9.23,3342.42
889.31,2.41,0.04,0.01,26.64,7.79,4.45,4438.44
647.73,3.54,0.05,0.08,17.09,7.33,7.6,3627.25
1397.12,5.13,0.14,0.18,27.3,7.75,6.38,3929.83
1438.21,4.36,0.07,0.19,17.1,7.71,9.73,3953.25
987.01,5.39,0.14,0.09,21.24,7.03,8.41,4783.78
1268.3,4.21,0.16,0.19,15.41,7.78,5.14,4274.56
1331.0,3.12,0.14,0.17,12.36,7.21,5.98,4332.32
40.25,5.4,0.02,0.2,14.89,7.74,2.2,253.95
511.36,2.42,0.01,0.03,17.06,7.89,8.02,3584.44
1989.33,2.4,0.11,0.18,10.06,7.22,3.81,101.05
598.97,2.17,0.07,0.02,19.76,7.83,6.18,4211.27
879.83,3.69,0.14,0.08,14.01,7.33,8.83,4159.27
1060.61,1.13,0.03,0.19,24.21,7.35,6.88,4809.29
1043.8,6.02,0.11,0.04,22.87,7.33,9.92,5250.44
542.48,7.22,0.14,0.08,27.81,7.6,4.47,3554.29
1232.71,3.48,0.08,0.19,21.42,7.11,5.17,4099.64
1101.31,1.57,0.08,0.15,28.29,7.38,3.55,5222.1
581.55,3.32,0.09,0.12,16.4,7.08,5.63,3528.46
1406.78,5.82,0.17,0.18,25.28,7.84,2.88,3782.87
1260.22,4.94,0.08,0.09,11.98,7.55,7.71,4730.82
82.69,7.58,0.03,0.17,25.25,7.38,6.61,586.78
1534.55,2.8,0.16,0.14,23.2,7.79,9.19,3366.64
1678.11,2.03,0.2,0.14,20.84,7.75,2.12,2803.76
1466.87,4.04,0.12,0.08,28.58,7.91,5.39,3671.54
1027.51,2.53,0.08,0.01,11.23,7.0,9.47,4501.1
1767.56,1.11,0.06,0.04,21.22,7.42,2.58,1895.29
452.36,6.86,0.16,0.06,24.84,7.84,3.25,3383.29
587.61,4.79,0.17,0.19,17.29,7.52,4.69,3905.39
443.39,3.87,0.17,0.04,14.29,7.26,7.26,3521.7
1589.36,1.69,0.07,0.02,17.13,7.4,9.95,2883.46
1327.67,6.29,0.06,0.02,15.37,7.58,2.76,4492.89
974.62,5.04,0.2,0.1,21.86,7.96,5.05,4590.26
648.32,7.51,0.02,0.19,26.49,7.1,2.01,4406.02
1611.0,5.75,0.15,0.07,17.54,7.85,8.42,2607.51
154.4,3.9,0.06,0.16,14.1,7.45,9.15,1242.43
1112.14,3.38,0.08,0.13,28.04,7.62,9.0,4864.42
1915.3,6.27,0.15,0.15,21.29,7.81,3.24,509.34
1214.25,7.12,0.09,0.06,17.87,7.15,9.97,5000.8
1395.64,7.57,0.13,0.2,14.54,7.98,9.48,4523.71
963.25,1.38,0.12,0.05,12.73,7.46,8.89,4265.8
148.06,7.69,0.09,0.14,20.34,7.57,2.29,1223.74
524.0,3.45,0.17,0.13,11.39,7.82,9.28,3351.57
699.74,5.46,0.19,0.19,20.36,7.02,8.05,4306.62
268.84,6.13,0.02,0.09,16.34,7.96,3.05,2340.74
1161.11,2.13,0.17,0.12,20.2,7.9,7.72,4763.08
687.57,1.97,0.01,0.18,15.31,7.19,2.54,3935.22
1225.91,1.38,0.12,0.13,12.7,7.13,8.05,4857.37
1633.93,5.88,0.03,0.12,17.93,7.62,4.84,2603.92
805.94,6.83,0.19,0.08,29.77,7.61,9.91,4963.61
1065.0,2.73,0.04,0.04,19.84,7.96,8.25,4823.13
551.32,3.23,0.09,0.04,11.25,7.72,2.66,3856.0
1221.15,1.51,0.08,0.13,13.92,7.57,4.28,4106.73
446.74,1.42,0.06,0.11,12.65,7.05,3.7,2761.05
439.03,2.04,0.08,0.16,10.12,7.59,6.03,2970.56
1704.31,2.61,0.11,0.04,18.89,7.74,7.15,2191.68
1503.18,2.35,0.02,0.02,19.54,7.42,8.33,3241.52
345.41,1.23,0.18,0.12,26.73,7.3,7.04,2678.73
1867.31,3.48,0.06,0.14,26.49,7.65,4.76,1251.52
731.83,1.63,0.15,0.14,26.79,7.56,7.95,4432.36
786.04,1.25,0.07,0.09,21.0,7.83,4.77,4156.66
702.78,5.37,0.01,0.1,24.33,7.86,9.28,4259.94
791.08,6.43,0.09,0.15,17.55,7.1,9.52,4815.88
1715.71,5.02,0.14,0.09,28.92,7.15,2.49,2033.99
560.46,7.65,0.04,0.19,27.43,7.1,8.39,3490.09
820.38,6.83,0.01,0.18,12.27,7.91,2.9,4639.64
100.09,3.19,0.08,0.17,10.72,7.73,9.6,202.51
368.67,4.41,0.05,0.03,25.09,7.66,9.05,2310.41
403.2,2.89,0.06,0.11,12.42,7.57,3.03,2624.73
898.94,4.72,0.01,0.11,26.79,7.76,2.81,4587.2
508.06,5.7,0.01,0.19,24.36,8.0,4.1,3670.21
1952.61,3.59,0.17,0.16,26.0,7.32,8.25,234.28
445.89,5.15,0.09,0.15,27.69,7.6,9.17,3414.56
295.38,7.24,0.13,0.11,16.56,7.78,4.98,1991.04
1152.8,6.69,0.16,0.11,19.1,7.68,7.86,5085.28
729.54,3.07,0.18,0.04,24.61,7.9,2.76,4234.05
1223.9,7.69,0.03,0.08,26.83,7.56,3.81,4833.96
933.32,6.14,0.06,0.18,22.46,7.17,2.38,4490.58
592.74,3.26,0.16,0.04,19.83,7.93,9.1,3644.6
1933.24,4.83,0.17,0.06,10.05,7.0,9.69,170.33
1204.89,6.13,0.17,0.15,21.03,7.85,5.87,4576.45
1338.89,2.13,0.09,0.11,29.54,7.88,5.57,4756.21
1173.66,5.37,0.08,0.05,18.6,7.37,9.75,4281.21
1373.33,3.41,0.16,0.13,19.38,7.46,4.08,4216.97
514.54,2.97,0.12,0.16,12.81,7.54,5.28,3770.77
1490.71,5.61,0.13,0.02,15.62,7.4,4.49,3794.36
454.61,1.34,0.11,0.13,17.42,7.6,9.0,2829.84
1878.3,4.0,0.15,0.06,18.02,7.06,4.88,787.18
1789.96,1.88,0.01,0.16,12.43,7.86,4.78,1409.06
804.22,7.04,0.16,0.07,21.6,7.81,7.95,4647.78
1353.95,1.85,0.17,0.02,26.36,7.38,9.18,4005.23
530.98,2.87,0.14,0.09,19.77,7.78,8.95,3749.15
250.22,2.76,0.02,0.07,19.06,7.76,5.31,1506.8
1578.64,3.45,0.04,0.17,21.95,7.81,5.71,2832.57
1484.26,4.99,0.17,0.16,11.72,7.56,8.19,4050.5
600.53,2.67,0.1,0.06,25.83,7.34,8.7,4079.15
1482.72,5.67,0.05,0.1,26.18,7.94,5.66,3713.83
1190.68,4.79,0.17,0.1,22.52,7.74,8.58,4926.59
569.08,4.73,0.05,0.11,19.42,7.35,9.3,3764.95
989.19,3.87,0.09,0.05,24.94,7.51,4.52,4473.67
1451.32,3.73,0.17,0.03,22.77,7.25,2.26,3880.06
650.68,6.43,0.03,0.06,29.05,7.7,3.73,4456.57
1141.46,7.19,0.12,0.17,13.11,7.83,5.4,4686.18
1135.73,1.43,0.03,0.15,29.54,7.32,7.95,4293.64
1048.11,7.35,0.18,0.16,23.75,7.71,7.96,4777.33
1749.96,6.25,0.1,0.07,21.66,7.73,2.95,2336.17
349.42,5.09,0.18,0.01,29.92,7.18,9.09,2284.45
1975.73,6.11,0.12,0.17,14.46,7.71,8.1,0.0
1704.95,3.02,0.01,0.07,11.95,7.97,8.44,2064.37
750.21,7.7,0.01,0.11,11.87,8.0,9.34,4652.42
67.09,7.29,0.13,0.12,25.54,7.42,2.98,612.28
1125.87,2.26,0.1,0.14,21.46,7.7,7.71,4921.43
1966.98,6.93,0.07,0.18,27.82,7.57,3.95,570.08
1875.64,1.18,0.06,0.15,27.51,7.41,5.92,745.95
569.49,2.52,0.12,0.05,28.08,7.65,3.86,3854.97
1177.37,2.4,0.17,0.19,25.75,7.67,8.48,4427.51
1087.38,7.12,0.11,0.09,12.48,7.95,2.08,4592.88
95.05,5.87,0.04,0.07,16.58,7.01,9.39,0.0
107.63,1.72,0.12,0.06,27.87,7.6,4.8,90.01
1169.73,5.5,0.16,0.07,10.69,7.36,7.82,4941.53
74.97,7.01,0.17,0.03,27.09,7.65,9.23,517.07
1847.78,5.56,0.02,0.12,28.57,7.75,6.54,1433.19
1803.72,3.5,0.19,0.03,11.51,7.51,5.43,1608.34
850.56,5.78,0.18,0.15,17.35,7.99,5.58,4446.18
541.84,7.6,0.07,0.09,18.2,7.01,6.97,3494.75
302.65,4.63,0.16,0.05,20.27,7.17,2.71,1711.45
1247.26,6.15,0.07,0.04,21.88,7.9,6.77,4979.94
